,original_user_link,original_context,original_time
379,https://weibo.com/u/7361291352,如果感到幸福你就拍拍手！,10月5日 22:21
380,https://weibo.com/u/5586623769,"#肖战余生请多指教# 肖战余生请多指教#肖战#
来看下肖战的各种发型
都说一个人的颜值是靠发型决定的
但是肖战不一样
他的发型是靠颜值决定的

@X玖少年团肖战DAYTOY L一叶水520的微博视频",10月6日 01:05
381,https://weibo.com/nefelibata113,卧槽新宿的大屏真的可以，光点出来我都起鸡皮疙瘩了。这是日本最大级的三面LED高清屏，平日流量35万3802人/日 L美人拌饭酱的微博视频,10月5日 12:37
382,https://weibo.com/u/5735157117,"肖战超话🎂#肖战1005生日快乐#

【#肖战1005生日乐园#】1005心愿摩天轮🎡

欢迎各位小飞侠们来到“1005心愿摩天轮”！
摩天轮一直以来都是希望和浪漫的代名词，人们乘坐缓缓爬升的车舱，视野便逐渐开阔明朗。传说当摩天轮到达最高点时，你所许下的愿望就都能实现。

在今天这个美好的日子里，让我们一同许愿——
愿@X玖少年团肖战DAYTOY 平安顺遂；
愿我们祖国的荒漠地区绿树成荫；
愿更多的孩子们实现心中的童年梦想；
愿处于困境的朋友们能度过每一道关卡；
愿我们每个人都能与爱同行，向阳而生。",10月5日 21:00
383,https://weibo.com/ziyzizai,？,10月5日 19:47
384,https://weibo.com/lingcly,"#我是普通人,我讨厌肖战# 没存多少，也就够个九宫格，你肖战敢这么大张旗鼓搞开屏不就是嫌我们抵制得不够么。我告诉你们，互联网有记忆，不是所有人都会任你玩弄，也不会任由你们颠倒黑白。#我讨厌肖战及其粉丝#",10月5日 10:40
385,https://weibo.com/u/6042105170,"#肖战#
皮皮兔上线，就是要怼着来~
小飞侠：加油加油
肖战：上厕所为什么要加油 L娱乐男神会馆的微博视频",8月29日 14:30
386,https://weibo.com/u/1746658980,#川美# 的涂鸦墙事件不太对劲？广泛传播的涂鸦墙照片和肖战粉的活动地点是在川美完全的不同校区，公交车程得1小时…这是谁在有意移花接木吗？去年肖战就发过号召“不要乱涂乱画”，没想到今年过生日还是那么不太平,10月6日 01:29
387,https://weibo.com/u/6786699323,删掉tp删掉id R辣鸡四海的微博投票,10月5日 20:41
388,https://weibo.com/u/6977912686,"肖战超话  #肖战1005生日快乐#

To：29岁的你，只希望你每天快乐，万事随心！
                                              
#肖战1005生日快乐#

@X玖少年团肖战DAYTOY",10月5日 10:05
389,https://weibo.com/u/7333073144,菜狗很幼稚地罗列了一些你众所周知但百看不厌的魅力 提前祝你生日快乐 愿你的花园一直缤纷 四季如春#肖战1005生日快乐# L野生磕机_的微博视频,10月4日 22:05
390,https://weibo.com/u/5996136448,"#肖战1005生日快乐#
守一颗初心，伴一路星光
依旧勇敢奔赴做自己

千面角色挑战，万般舞台耀眼
一抹笑靥胜万丈光芒

为爱同行，汇聚光点
星途坦荡，万事胜意

29岁，如往常又崭新
战战生日快乐@X玖少年团肖战DAYTOY",10月5日 11:18
391,https://weibo.com/u/6153072357,"昨天深夜也说失眠，但掐着点送完祝福，也就困了睡了
今天，才是真的失眠，因为被黑，毫无睡意，战斗力爆棚
所以说，虐粉等于固粉是真的
黑，一锤子一锤子把我固定在肖战这堵墙上，抠也抠不下来！",10月6日 03:33
392,https://weibo.com/u/2622710127,"肖战超话#肖战1005生日快乐# xz#肖战#
二十八岁的肖战再见，二十九岁的肖战你好，我最爱的大男孩@X玖少年团肖战DAYTOY 生日快乐吖

美好的事物一定会在新的一岁如约而至，愿每一岁的你都能奔走在自己的热爱里，愿每一年的你少年气概永不磨灭，愿今后的每个日子里，即使单枪匹马也能勇敢无畏。愿今后的每一天都平安康健，顺利快乐，岁月静好，天真依然。

陪你度过生日的第二年，只想让你知道，你早已成为了我的小众喜好，藏着欣喜不已，炫耀时格外骄傲，我会在每个有意义的时辰，远隔山海与你共存，只想让知道，每一年的今天，这个时间，你都会收到我的祝福，无论这个世界多么严苛，我愿意把自己有限的温柔和偏爱全部给你。

愿我爱的少年永远站在舞台中央，我永远都是你的观众，你永远会是我目光中央，一蓑烟雨自在去，热爱终抵岁月长，时间一定会给你答案。

L肖战_bot的微博视频",10月5日 10:05
393,https://weibo.com/u/5489767484,"乔诗语居然是虾，哇哦
更新：边江也给肖战送生日祝福了",10月5日 23:31
394,https://weibo.com/pjiejie,"【星姐饭制】
肖战心动回眸杀（北堂墨染+魏无羡）
一瞬心动，守护永远❤️@X玖少年团肖战DAYTOY
#小说还原度最高的演员##向全世界安利肖战# 星闻揭秘超话 L星闻揭秘的微博视频",3月11日 18:25
395,https://weibo.com/u/7200086043,"“大家要往核心问题打，涂鸦是小事，共沉沦也是小事，大规模类xie教集会、围堵学校场地，这些才是核心”
精准点🌿
没有备案的非法ji会，直接，公一安部官网。
这次不管，下次只会更猖狂。",10月6日 01:36
396,https://weibo.com/u/6370011631,#肖战张艺兴互关# 不要惊讶了，两人在跨年还一起合作过舞台呢，现在是互关，说不定以后哪天就会一起深度合作啦！一起来看帅哥唱歌吧  L柿子娱乐的微博视频,9月29日 15:29
397,https://weibo.com/u/7217335114,"#肖战1005生日快乐##肖战公益一路有你#  他是人间炙热与曙光，是热心公益的正能量男孩@X玖少年团肖战DAYTOY 生日快乐
星推榜特别联合#肖战#星推榜话题主持人@1005号虾虾能量客栈  带来了战战的生日公益视频策划。未来，我们继续一起，传递正能量、传递爱！
L肖战10/05生日快乐！和肖战一起做公益",10月5日 07:21
398,https://weibo.com/zhanzhan19911005,"肖战超话 #肖战1005生日快乐# #肖战我喜欢你#

肖战2020线上互动𝐏𝐀𝐑𝐓𝟏𝟎
【追光线上影展】

怀揣温柔与慈悲
坚定信仰与纯粹
用一颗心和宇宙对话
见孤寂见繁花见生而无涯

人生总有百味奇袭
命运如斯光怪陆离
逆风起楚歌响也要铮唱
让大地听得见此刻嘹亮

这一路山迢路远
无畏风雨向着追光向着你
这一程岁月漫长  
以热爱作桨奔赴恋恋不忘

👑 展会地址：O网页链接
🎂 展厅密码：1005
💝 展览时间：2020.10.5——2020.10.31
👉 手机端方式：扫描二维码即可

生日快乐 逆风嘹亮
@X玖少年团肖战DAYTOY

𝐏𝐀𝐑𝐓𝟏：【生生不息 森森屹立】O十月雾屿丨肖战
𝐏𝐀𝐑𝐓𝟐：【坚持爱意 终换未来】O十月雾屿丨肖战
𝐏𝐀𝐑𝐓𝟑：【爱心无价 温柔无声】O十月雾屿丨肖战
𝐏𝐀𝐑𝐓𝟒：【惦念于心 何惧孤独】O十月雾屿丨肖战
𝐏𝐀𝐑𝐓𝟓：【静默陪伴 长情守候】O十月雾屿丨肖战
𝐏𝐀𝐑𝐓𝟔：【澄澈绵长 涌向四方】O十月雾屿丨肖战
𝐏𝐀𝐑𝐓𝟕：【满分甜蜜 爱的仪式感】O十月雾屿丨肖战
𝐏𝐀𝐑𝐓𝟖：【迎难而上 信念作光】O十月雾屿丨肖战
𝐏𝐀𝐑𝐓𝟗：【流芳百世 传承不止】O十月雾屿丨肖战",10月5日 10:05
399,https://weibo.com/u/6267505372,"#肖战# #肖战余生请多指教#
愿你永远安康
愿你永远懂得飞翔
愿你开心 快乐每一天
愿你平安喜乐 顺顺利利
@X玖少年团肖战DAYTOY

○L白桃纪的微博视频",10月6日 00:05
400,https://weibo.com/sweetlittlepeach,"#陈浩用海绵宝宝配音为肖战庆生#
哈哈哈哈哈哈，其实肖战真的很喜欢海绵宝宝哦，他自己也模仿过海绵宝宝呢
#愿君安#  L拥有魔法口袋的微博视频",10月5日 22:25
401,https://weibo.com/u/6126857590,肖战超话#肖战1005生日快乐#   Xz #肖战 给29岁的我# 还有些我没画完的，但我觉得还是不要赶了，反正要迟早会画今天得发图，肖战生日快乐！@X玖少年团肖战DAYTOY,10月5日 17:08
402,https://weibo.com/234687487,"@X玖少年团肖战DAYTOY
嘿， 生日快乐呀
万事顺遂，平安喜乐",10月5日 12:00
403,https://weibo.com/u/2423635810,#请肖战粉丝远离川美##川美# 就硬洗学校东门到南门打车40分钟？你给川美买的这么大块地啊干啥啥不行吹牛逼你最行,10月6日 01:10
404,https://weibo.com/u/6045741287,"肖战超话🎂  #肖战1005生日快乐# 🎂  #肖战1005生日乐园#

宝贝生日快乐@X玖少年团肖战DAYTOY
🎉 🎉 🎉 🎉 🎉 🎉 🎉 🎉 🎉 🎉 🎉 🎉",10月5日 23:35
405,https://weibo.com/u/7479939833,#川美#,10月6日 00:53
406,https://weibo.com/u/7072741422,"#夺冠票房破5亿#
国民记忆正燃
不同时代同样炙热",10月5日 12:00
407,https://weibo.com/u/6211153381?refer_flag=0000015010_&from=feed&loc=nickname,？？？这就是传说中女人的嘴骗人的鬼哈哈哈,今天 16:36
408,https://weibo.com/u/2696176504,"野人联动的在肖战生日搞事的3微博的小耗O楠木倾城31729 ，不知道是不是披皮黑，但6月份才注册的新耗，关注很杂，没有虾圈博主。

她最早期2个粉丝，一个是王一博粉丝 点赞发酵涂鸦事件的黑号 P3️⃣，一个似乎是cp粉 P4️⃣，后来的粉丝多是出事后关注她的。3条微博的糊号不太可能有粉丝，那最早两个粉丝有可能是本人，一人至少3号。

糊号联动全网营销号还买了固位黑热搜，事态发酵时劝删不删推动发酵，事态平稳粉丝质疑后为平息质疑换头像删微博致歉。

【搞事时用的生日头像是最近出的，但历史头像清空过了，饭圈老手了？微博没有点赞肖战，被提醒后今天临时连赞3条？】

谁能说这不是晨小晨？不出个抑郁症死人wb就不肯查一下嘛？@微博管理员",10月6日 03:50
409,https://weibo.com/u/3271466785,,10月5日 22:31
410,https://weibo.com/u/6112733438,肖战生日快乐！万事顺遂@X玖少年团肖战DAYTOY  #陈浩用海绵宝宝配音为肖战庆生# L芒果影视网的微博视频,10月5日 22:28
411,https://weibo.com/u/1507426972,关于虾们自己觉得自己在川美门口那么集体喊话，非法聚众集会不是违法，觉得这是游客行为的，我就顺手去搜了一下相关定义。反正最后真要处罚也是归警察叔叔管，可没有哪个游客，会像你们这样大量聚集给你们哥哥喊统一的口号的有时间有地点有组织的集会，不用给自己洗白，有这个时间，不如早点去P一个你们报备过得文件出来。 对了，我补充一下，给你们查了示威游行法，这里面有关于集会的定义，虾们自己对号入座看看吧，你们是不是符合。 最后再补充两条，如果有碍交通秩序，是处刑事处罚以及公民参与非居住地的集会游行活动的处罚。,10月6日 03:35
412,https://weibo.com/u/2755422387,"肖战有趣的灵魂超话

无人机取消了 准备离开了 听见了歌声  ！

听见远处传来肖战生日快乐的欢呼声，

像兔子一样飞奔的跑过去！

现在我坐在返程的地铁上哭

所以 丹心何须言在口！  L重庆小辣椒DAYTOY1005的微博视频 2重庆·四川美术学院(虎溪校区)",10月5日 22:39
413,https://weibo.com/u/5210862708,"肖战有才华的粉丝又来啦
制作掐丝珐琅「月中玉兔」手工贺礼
在这个传统节日送上一份传统工艺贺礼
希望富有传统美德的肖战可以万事顺遂、越来越好@X玖少年团肖战DAYTOY L肖老板的火锅店今天开业了吗的微博视频",10月1日 18:23
414,https://weibo.com/u/7306470828,"草死我了，差点半夜大爆笑

@一双日月",10月6日 00:38
415,https://weibo.com/u/3266963205,"#肖战吹蜡烛#

肖战，晚安！
@X玖少年团肖战DAYTOY",10月6日 03:52
416,https://weibo.com/ilovevideo,#肖战1005生日快乐# 演绎灵动的角色、歌唱温柔的音符，荧幕前与舞台上，你皆是坚定挺拔 韬神晦迹，过往皆成光点；历尽千帆，不失少年意趣。坚信热爱可抵岁月漫长，祝@X玖少年团肖战DAYTOY 生日快乐，平安顺遂，星途璀璨✨,10月5日 00:00
417,https://weibo.com/u/5842217463?refer_flag=0000015010_&from=feed&loc=nickname,"20号晚上直播的部分剧透！只是一部分 其他的我会在今晚直播间给大家具体剧透
因为这次为了给大家做真五折 很多产品都是我们自己采买入仓的（三个月前就开始准备了）
其实压力很大 非常大…很多渠道会给我们施压甚至后期会有被黑的风险 我还是那句话 相信的买
除了大牌真五折之外 我还准备了很多1w份 ...展开全文c",今天 15:51
418,https://weibo.com/u/5302071129,"肖战超话 🎂 #肖战1005生日快乐#
  
愿你 岁岁无忧 平安喜乐
   
@X玖少年团肖战DAYTOY
生日快乐🎊",10月5日 11:12
419,https://weibo.com/u/5953174187,"愿你永远安康
愿你永远懂得飞翔@X玖少年团肖战DAYTOY

○#肖战1005生日快乐#
○L白桃纪的微博视频",10月5日 23:07
420,https://weibo.com/u/3950821034,#川美# 画画的人都承认了，粉丝还在洗地。不禁想起往年柯震东吸毒入看守所，粉丝微博说想吸毒关进同一个看守所。肖战既然过生日，那就祝你和柯震东一样早日凉凉。你不是说不混娱乐圈就回去做设计师吗？一单20万的大抄袭者。小飞象是迪士尼的版权哦。对了，忘记提醒你过亿销量的光点真的该缴税了。还是你想逃税啊。不是不要应援吗？搞什么线下活动啊？你表里不一哦。,10月6日 02:38
421,https://weibo.com/jncfdws,"#肖战# 💌 接稿，来自日本：
        仲夏老师，今天晚上新宿大屏也有好多🦐在拍，还有虾虾一开始不知道消息，临时过来的。我还碰到了一只意大利🦐，在东京工作下班赶过来。特别感动，为了战战虽然不懂中文，但是还是注册了抖、绿洲，连央视频都下了，作为一只新虾真的觉得自己输得彻底。#肖战1005生日快乐# #肖战1005生日乐园# #愿君安# L仲夏星河月的微博视频",10月5日 21:47
422,https://weibo.com/u/7361291352,肿么办捏,10月6日 01:53
423,https://weibo.com/u/5053644802,"#肖战1005生日快乐# xz#肖战平安喜乐#
肖战1005生日快乐 肖战平安喜乐

这是陪你的第二个生日了，今后我们都要一起走下去。肖战，谢谢你，29岁的肖战要过得更好
肖战：生日快乐，顺顺利利 平平安安@X玖少年团肖战DAYTOY
肖战 xz xzgg",10月5日 20:00
424,https://weibo.com/u/5607054231,"#川美#
大震惊 小飞侠会飞？？？🦐得罪其他水产了 凭啥🦐这个水产可以飞 #我是普通虾 我抵制会飞的虾#",10月6日 02:15
425,https://weibo.com/u/2823242344,肖战秘密花园超话#虾 什么事情都想告诉帅哥肖战# 战战，晚安@X玖少年团肖战DAYTOY 爱你,10月6日 02:43
426,https://weibo.com/u/6398956717,"#肖战1005生日快乐# xz#肖战1005生日乐园#
   
【肖战影视回文绝句贺生辰】角色混剪 · 微踩点
      
      亲爱的肖战先生祝您生日快乐🎂
      愿星途璀璨，前路再无风霜！
      我们会一直支持你，加油
      肖战 xz xzgg @X玖少年团肖战DAYTOY
      更新至:O余生守护·
诗词: @墨染潇湘DAYTOY
           @李漂亮爱写诗
           @Se猫娘
朗诵: @老娘很霸气_xz
鸣谢: @虾圈配音社
封面: @QIAN·WU·CHU
歌词排版:@江怀怀怀怀怀Ya_
祝福语:小飞侠诗书社全体成员/虾窝全体成员 L有钱平安顺遂·的微博视频",10月5日 10:05
427,https://weibo.com/u/6451490751,"我们坐在高高的虾壳上听老虾讲过去的故事超话
兰州人民给肖战发了感谢助农百合 还有生日祝福视频. L天越黑星星就会越亮jiayou的微博视频",10月6日 03:11
428,https://weibo.com/u/6772523820,分享图片,10月5日 10:58
429,https://weibo.com/u/2421059854,227让一些喜欢亚文化但不知道他的人知道肖战是耽改出身，亚非文学bot又让喜欢亚非文学的人知道赞姨是黑称，好不容易肖战过个生日，你们又让川美的人知道肖战想考川美没考上，自己原来读的学校是个三本院校，期待虾的下一次活动,10月6日 02:48
430,https://weibo.com/u/5751949769,肖战《光点》销售额破1.3亿了，大家觉得这是什么水平？,10月5日 14:20
431,https://weibo.com/u/6803397599,"肖战个人工作室超话#肖战斗罗大陆# xz#肖战余生请多指教#
       茫茫人海，认识一个人皆是因为一个“缘”字，而认识肖战只是我的缘，因为我清楚地认识他，然而他却只知道作为粉丝的我的身份。你我相逢，只是匆匆一眼，来来往往，世间有太多人擦肩而过。认识他，是我的荣幸，有一种爱叫默默守护，而我宁愿做那默默支持他的那个人！@X玖少年团肖战DAYTOY",10月6日 02:44
432,https://weibo.com/u/2290500835?refer_flag=0000015010_&from=feed&loc=nickname,带你去个神秘的地方#宇宙打歌中心录制# O胡春杨Young的微博直播,今天 17:01
433,https://weibo.com/u/7282102029,"肖战超话 🎂 #肖战1005生日快乐#  

愿你从不缺勇气，热爱可抵岁月漫长。

@X玖少年团肖战DAYTOY",10月5日 17:29
434,https://weibo.com/575377776,#肖战 给29岁的我#肖战生日为自己发文鼓励，快乐的生活，看得见阳光，保持炙热，珍惜当下。对马上而立之年的肖战，你最想送他什么样的祝福？ R娱乐圈内的微博投票,10月5日 11:51
435,https://weibo.com/jncfdws,#陈浩用海绵宝宝配音为肖战庆生# 那些年，肖战用过的海绵宝宝系列可爱图图，肖战生日快乐呀 #肖战# #肖战1005生日快乐# #肖战1005生日乐园# #愿君安#,10月5日 22:43
436,https://weibo.com/u/7258742555,也只有这时候热度敢上来,10月5日 23:12
437,https://weibo.com/pjiejie,"看到会动的肖战！
肖战视协专委会成立VCR，坚持价值引领，守正创新
晚安@X玖少年团肖战DAYTOY
#肖战# 星闻揭秘超话 L星闻揭秘的微博视频",9月26日 01:05
438,https://weibo.com/u/5818909951,"边江你是和徐然离婚分手了然后准备和乔诗语结婚了吗？
不然真的很难解释你如此煞笔的行为",10月6日 00:45
439,https://weibo.com/u/6543599220,"#肖战1005生日快乐##肖战1005生日乐园#

这里是言冰云的谍网分支豆饼铺，各武林高手速速集结！
传闻隐藏在江湖之中的各位小飞侠都身怀绝技，武可过关斩将，文能吟诗绘画。今日是@X玖少年团肖战DAYTOY 的生日，豆饼铺在此发布全新任务：征集灵魂画手。要求擅长绘制蛋糕，居中对齐的生日蛋糕更贴心哦～没有蛋糕也没事，将你亲自准备的生贺绘画产出分享给大家吧～
欢迎各位身怀十八般武艺的小飞侠发挥自己的创造力，在评论区晒出自己的灵魂画作（图片or微博链接）。符合征集要求者，将获得一把由谍网成员所赠的小言公子长剑。

下一站也是江湖故事，请大家于一小时后移步@小飞侠影音团 一探究竟吧！

📝转发及评论本条微博，将有惊喜小礼品掉落。
1️⃣转发随机抽取一位小飞侠，送奖品礼包（立牌组，钥匙扣）；
2️⃣热评第一将获得奖品礼包（水杯，pb，夜灯）；
3️⃣另外，我们将手动挑选一份用心评论，赠送奖品礼包（水杯，pb，夜灯）。
📝参与灵魂画手活动即可获得信物——小言长剑一把。本次“肖战1005生日乐园”奇幻集市接力活动收集任意五份及以上信物，并带生日相关话题将参与截图发布在个人微博主页且置顶，就有机会赢取@肖战影音会官微 的最终大奖。 O抽奖详情",10月5日 16:00
440,https://weibo.com/narkissos1005,"肖战超话
#肖战1005生日快乐#
91张图
给29岁的你
在我心里的每时每刻你都是最好的
@X玖少年团肖战DAYTOY",10月5日 23:59
441,https://weibo.com/u/2421059854,#川美# 睡不着了，越想越气。老校区乱涂乱画拉别人下水说是别的粉丝也这样，也呼吁粉丝不要这样。晚上鬼吼鬼叫又说是开小灶活动粉丝是围观。怎么着啊这是，糟蹋完了别人学校，晚上在别人学校门口鬼吼鬼叫之后又开始找理由，怎么什么便宜都要占啊？,10月6日 03:43
442,https://weibo.com/u/5333596981,"肖战超话   xz  #肖战# #肖战1005生日快乐#

105张电子版手绘肖战
待会还有三本子105张纯手绘肖战（放不下）
一共310张，从白天到黑夜，从春天到秋天，零零碎碎耗时八个多月完成了，未来也将继续，这份心意送给最好的肖战，祝战战生日快乐！🎂@X玖少年团肖战DAYTOY",10月5日 00:44
443,https://weibo.com/u/3038520164,"#你心中的秋日男友角色#
《余生请多指教》肖战饰演的顾魏太苏了，让我疯狂心动，是我心中的完美男友角色，好想和顾医生谈一场甜甜的恋爱

不知情起，余生倾心，遇你方知未来的模样。
音符交错，一瞬心动，未来余生，请多指教。
@X玖少年团肖战DAYTOY

封面@萧然若素

#fanstube# L手捧星光送你的微博视频",9月30日 11:27
444,https://weibo.com/u/6984262573,"【投稿】
给首页配音圈朋友避雷。",10月6日 00:51
445,https://weibo.com/u/6006558289,"肖战超话#肖战1005生日快乐# 🎆#我画的就是肖战#
肖战生日快乐，二十九岁要顺顺利利，想陪你看每一场烟火@X玖少年团肖战DAYTOY",10月5日 22:05
446,https://weibo.com/u/5372288504,"#肖战1005生日快乐# xz#肖战 给29岁的我#

开小灶的无人机表演来啦~

祝 @X玖少年团肖战DAYTOY 生日快乐

记得好好吃饭哦！ Litsashou_的微博视频",10月5日 12:21
447,https://weibo.com/u/5229575550,"#肖战公益一路有你#
【肖战公益战在战战生日期间捐赠23万濒危物种保护】
肖战DAYTOY公益站来到位于四川大相岭自然保护区，深入开展濒危物种保护项目公益探访行动并且为此做出优秀的公益支持！@X玖少年团肖战DAYTOY
红莎娱乐超话",10月5日 22:44
448,https://weibo.com/zanglulu,"#川美# @平安重庆 喂！派出所吗？这边有人造谣寻衅滋事说川美非法聚集没人管呀，就这个话题这个视频发布者@哈根达酥酥酥酥 评论区带节奏那些。疑惑国庆旅游逛个步行街看个表演都被说成“非法聚集”….?希望，这边的网警肃清一下网络上国庆期间恶意污蔑城市治安管理四处寻衅滋事扰乱社会秩序的违法份子。让大家开心愉快地好好过节。

cr : O网页链接",10月6日 03:42
449,https://weibo.com/u/2255305427,#川美#听说虾一直在狂洗？路人看图说话吧，是我截的川美学生现身说法。。,10月6日 03:26
450,https://weibo.com/pjiejie,"#肖战 给29岁的我# 肖战烟火系列
想把所有的美好都送给你！生日快乐，一起变成更好的人@X玖少年团肖战DAYTOY
#肖战1005生日快乐#星闻揭秘超话",10月5日 10:38
451,https://weibo.com/u/6026395633,王一博肖战，这么可爱的发型你见过吗？#王一博肖战# L综艺小火车的微博视频,8月17日 11:40
452,https://weibo.com/u/3607666641,"肖战超话
🌈☁️ ʙʟᴜᴇ •͈ᴗ•͈ ♡ _肖战星途璀璨
#肖战1005生日快乐# xz #肖战余生请多指教#
肖战先生生日快乐🎂天天开心🥳🥳🥳
生活要有仪式感
小兔子要好好的百日宴🎂
姐妹们送上云祝福
㊗️肖战生日快乐🎂平安顺遂 星途璀璨
@X玖少年团肖战DAYTOY",10月5日 22:06
453,https://weibo.com/u/5909342713,"#陈浩用海绵宝宝配音为肖战庆生#
果然，在肖战眼中谁也没有海绵宝宝的魅力大
今天海绵宝宝的配音老师特意录制视频为肖战送祝福，战战回复“我枯了”，配图我不是在做梦吧！哈哈哈这语气着实激动了，海绵宝宝表情包太可爱了#肖战1005生日快乐# @X玖少年团肖战DAYTOY",10月5日 21:32
454,https://weibo.com/u/1967383097,"#肖战吹蜡烛#[LOVE]#愿君安# 看宝宝笑的好开心啊～吹灭了蜡烛，把一切魑魅魍魉都吹走～29岁的肖战踏着光而来，向前跑，不要回头，我们永远在你身后保护你～
最爱的肖先生～生快～
@X玖少年团肖战DAYTOY L人鱼妖姬的微博视频",10月6日 03:28
455,https://weibo.com/u/2704278545,"肖战超话#肖战在泉州为你开小灶##肖战1005生日快乐##注意!兔子队长的生日要来了#
生日快乐！我们在泉州为你开小灶！ 2泉州·东海泰禾广场 L泉州学子的微博视频",10月6日 01:13
456,https://weibo.com/u/6188490765,"#川美#  肖战粉丝你们这群恶心玩意儿洗什么地呢？再洗川美也是肖战考不上高攀不起的学校，再洗你们也是非法集会，违反传染病法疫情期间大量聚集，再洗你们也是毁坏公物扰乱校园秩序，再洗你们也是文化屠夫饭圈贱畜！#我讨厌肖战及其粉丝#  #我作为普通网友,请求封杀肖战# L千山不送的微博视频",10月6日 03:07
457,https://weibo.com/u/5898741612,"肖战超话 🎀🎀🎀#肖战1005生日快乐#
1005生日贺礼🎁——SeanStyle1005时尚科普app【内容模拟】

美好值得珍藏和欣赏，共同怀抱善意拓宽眼界，拾取平静幸福的光点。
真诚祝福肖战@X玖少年团肖战DAYTOY 生日快乐🎂

【模拟企划的动机】
源于一个生日祝贺企划。
从时尚科普的角度，为大家呈现肖战对每套look的演绎，展示优秀搭配，欣赏时尚造型，适当的整理总结方便查阅。

【app内容的构想】
从第一次点击开始注入细节，四大版块结构（高光时刻/活动造型/个人搭配/登场杂志）多元化展示，创造多样体会。更多细致内容请查阅丝带往期微博。

此次以动图形式为大家展示内容，后续呈现方式敬请期待。

❗小提示：大家可以单张点击进入图片查看，图示状态下连续滑动会有点小吞并😗
（ps.严禁随意搬运丝带图文产出，如有需要请私信询问授权。）",10月5日 10:07
458,https://weibo.com/u/3731263262,"#肖战1005生日快乐#
全世界的水产热情满满，@X玖少年团肖战DAYTOY 在俄罗斯推特趋势也登上了1位，鹅人的生日祝福，真挚感动又可爱！💞💓
#肖战#",10月5日 06:52
459,https://weibo.com/u/7418848447,"百闻不如一见是肖战啊超话#肖战1005生日快乐#xz#肖战正能量艺人#
肖战1005生日快乐  肖战正能量艺人
今天是你的生日，愿我的问候，是一抹绿荫，为你遮阳挡雨，愿我的祝福，是一道彩虹，为你收获惊喜，愿我的祝愿，生日快乐，幸福直抵你的心里。肖战生日快乐🎂🎂🎂🎂🎁@X玖少年团肖战DAYTOY",10月6日 04:47
460,https://weibo.com/luckintea,🥳小鹿茶祝战战生日快乐🎉🎉🎉@X玖少年团肖战DAYTOY #肖战1005生日快乐# 愿星途闪耀，成就不凡,10月5日 00:00
461,https://weibo.com/u/5101737099,"百闻不如一见是肖战啊超话#肖战1005生日快乐#xz#肖战正能量艺人#肖战1005生日快乐  肖战正能量艺人
如果人生的风景有无数，愿幸福高居生活的榜首，如果情感的历程长而久，愿快乐领跑在最前头！你的生日，有我的祝福相伴左右。肖战生日快乐🎂🎁🎂🎊@X玖少年团肖战DAYTOY",10月6日 04:48
462,https://weibo.com/cctvdrama,#点赞最美家乡#【@X玖少年团肖战DAYTOY ：重庆话小课堂上线！】火锅、小面......一座来了就不想走的城市！说起重庆美食，相信有同感的远远不止重庆妹儿、重庆崽儿，爱吃的同学请举手！技多不压身，几句重庆话学起来！家乡还有哪些新变化？听肖战送上对家乡的诚挚祝福！@重庆发布 LCCTV电视剧的微博视频,10月2日 18:00
463,https://weibo.com/u/7465911353,"#肖战粉丝配音社#   #虾圈配音社#

亲爱的肖战先生，我们想告诉你，你在我们眼中的模样；我们也想分享给你，我们的生活。于是，我们写下这封答信，纸短情长，我们把爱念给你听。@X玖少年团肖战DAYTOY

#给肖战的一封答信#  第一封答信，我们从重庆开始，因为这是一切故事的开始......

剪辑：@奶酪小桃心
封面：@江行Sean
配音：@老娘很霸气_xz
文案：@棉絮在飘
BGM：《满足》——肖战
D音：xqpys_1005xz.
字母站：BV1Sk4y1m7ov

L虾圈配音社的微博视频",8月12日 10:05
464,https://weibo.com/u/2796934135,"#川美#
川美，川美，双标狗的新目标。
图片排名不分番位，先后顺序随机。相信总有一款适合热搜里的各位。
涂鸦墙上，明星云集，
表达热爱，无可厚非，
战爹庆生，数据辉煌，
排面宏大，酸鸡跳脚，
陈年套路，屡用屡败，
幕后黑手，黔驴技穷，
大势所趋，拦阻无效，
劝君收手，稍留颜面。",10月6日 00:33
465,https://weibo.com/u/7479939833,"原来虾爬子昨天就知道肖战今天会去瘟川美……
#请肖战粉丝远离川美#  #愿君安#",10月5日 22:35
466,https://weibo.com/u/6082052320,"#川美#肖战粉丝认为在川美附近大量人员【停留】不算非法聚集，居然因为“国庆爬山还堵在路上呢”“外滩人那么多也是非法聚集？”
这逻辑真是负分，旅游的目的是游玩景点，景点好吸引游客所以人多。你们大晚上下着雨跑去川美附近是人为制造人多好不好，就无语",10月6日 02:20
467,https://weibo.com/xb910,"#给兔子队长的生日礼物#
2011",10月5日 14:05
468,https://weibo.com/u/5656403109,"#请肖战粉丝离开川美#

废w 不配考来川美
废🦐想给主人上坟家里就可以了不必远行你们也不配来 2重庆·重庆大学城",10月5日 21:57
469,https://weibo.com/cctvxinwen,#国庆中秋双节同庆#【此刻，一起转发！祝福祖国！祝福家人！🇨🇳】转发写祝福，就能点亮国旗图标！,10月1日 00:00
